AA,AUA,America/Aruba
LH,HLJ,Europe/Vilnius
LH,KUN,Europe/Vilnius
LH,PLQ,Europe/Vilnius
LH,PNV,Europe/Vilnius
LH,SQQ,Europe/Vilnius
LH,VNO,Europe/Vilnius
LI,CPA,Africa/Monrovia
LI,MLW,Africa/Monrovia
LI,ROB,Africa/Monrovia
LK,BTC,Asia/Colombo
LK,DWO,Asia/Colombo
LK,KDZ,Asia/Colombo
LO,BTS,Europe/Bratislava
LO,ILZ,Europe/Bratislava
LO,KSC,Europe/Bratislava
LO,PZY,Europe/Bratislava
LO,SLD,Europe/Bratislava
LO,TAT,Europe/Bratislava
LT,MSU,Africa/Maseru
LU,LUX,Europe/Luxembourg
LY,AKF,Africa/Tripoli
LY,BEN,Africa/Tripoli
LY,GHT,Africa/Tripoli
LY,LAQ,Africa/Tripoli
LY,LTD,Africa/Tripoli
LY,MJI,Africa/Tripoli
LY,SEB,Africa/Tripoli
LY,SRX,Africa/Tripoli
LY,TIP,Africa/Tripoli
LY,TOB,Africa/Tripoli
MA,AMB,Indian/Antananarivo
MA,ANM,Indian/Antananarivo
MA,ATJ,Indian/Antananarivo
MA,BMD,Indian/Antananarivo
MA,BPY,Indian/Antananarivo
MA,DIE,Indian/Antananarivo
MA,DWB,Indian/Antananarivo
MA,FTU,Indian/Antananarivo
MA,HVA,Indian/Antananarivo
MA,IVA,Indian/Antananarivo
MA,JVA,Indian/Antananarivo
MA,MJA,Indian/Antananarivo
MA,MJN,Indian/Antananarivo
MA,MNJ,Indian/Antananarivo
MA,MOQ,Indian/Antananarivo
MA,MXM,Indian/Antananarivo
MA,MXT,Indian/Antananarivo
MA,NOS,Indian/Antananarivo
MA,OVA,Indian/Antananarivo
MA,RVA,Indian/Antananarivo
MA,SMS,Indian/Antananarivo
MA,SVB,Indian/Antananarivo
MA,TLE,Indian/Antananarivo
MA,TMM,Indian/Antananarivo
MA,TNR,Indian/Antananarivo
MA,TTS,Indian/Antananarivo
MA,TVA,Indian/Antananarivo
MA,VOH,Indian/Antananarivo
MA,WAI,Indian/Antananarivo
MA,WAM,Indian/Antananarivo
MA,WAQ,Indian/Antananarivo
MA,WFI,Indian/Antananarivo
MA,WMA,Indian/Antananarivo
MA,WMN,Indian/Antananarivo
MA,WMP,Indian/Antananarivo
MA,WMR,Indian/Antananarivo
MA,WPB,Indian/Antananarivo
MA,WTA,Indian/Antananarivo
MA,WTS,Indian/Antananarivo
MA,WVK,Indian/Antananarivo
MA,ZVA,Indian/Antananarivo
MA,ZWA,Indian/Antananarivo
MB,FDF,America/Martinique
MC,MFM,Asia/Macau
MD,BZY,Europe/Chisinau
MD,KIV,Europe/Chisinau
MF,DZA,Indian/Mayotte
MF,SFG,America/Lower_Princes
MG,AVK,Asia/Ulaanbaatar
MG,BYN,Asia/Ulaanbaatar
MG,COQ,Asia/Ulaanbaatar
MG,DLZ,Asia/Ulaanbaatar
MG,HVD,Asia/Hovd
MG,LTI,Asia/Ulaanbaatar
MG,MXV,Asia/Ulaanbaatar
MG,UGA,Asia/Ulaanbaatar
MG,ULG,Asia/Hovd
MG,ULN,Asia/Ulaanbaatar
MG,ULO,Asia/Hovd
MH,MNI,America/Montserrat
MI,BLZ,Africa/Blantyre
MI,CMK,Africa/Blantyre
MI,KGJ,Africa/Blantyre
MI,LIX,Africa/Blantyre
MI,LLW,Africa/Blantyre
MI,ZZU,Africa/Blantyre
MJ,TGD,Europe/Podgorica
MJ,TIV,Europe/Podgorica
MK,OHD,Europe/Skopje
MK,SKP,Europe/Skopje
ML,BKO,Africa/Bamako
ML,GAQ,Africa/Bamako
ML,KSS,Africa/Bamako
ML,KYS,Africa/Bamako
ML,MZI,Africa/Bamako
ML,TOM,Africa/Bamako
MM,KMV,Asia/Rangoon
MO,AGA,Africa/Casablanca
MO,AHU,Africa/Casablanca
MO,BEM,Africa/Casablanca
MO,CMN,Africa/Casablanca
MO,ERH,Africa/Casablanca
MO,ESU,Africa/Casablanca
MO,FEZ,Africa/Casablanca
MO,MEK,Africa/Casablanca
MO,NDR,Africa/Casablanca
MO,NNA,Africa/Casablanca
MO,OUD,Africa/Casablanca
MO,OZZ,Africa/Casablanca
MO,RAK,Africa/Casablanca
MO,RBA,Africa/Casablanca
MO,TNG,Africa/Casablanca
MO,TTA,Africa/Casablanca
MO,TTU,Africa/Casablanca
MP,MRU,Indian/Mauritius
MP,RRG,Indian/Mauritius
MQ,MDY,Pacific/Midway
MR,ATR,Africa/Nouakchott
MR,EMN,Africa/Nouakchott
MR,IEO,Africa/Nouakchott
MR,KED,Africa/Nouakchott
MR,KFA,Africa/Nouakchott
MR,NDB,Africa/Nouakchott
MR,NKC,Africa/Nouakchott
MR,OUZ,Africa/Nouakchott
MR,SEY,Africa/Nouakchott
MR,TIY,Africa/Nouakchott
MT,GZM,Europe/Malta
MT,MLA,Europe/Malta
MU,KHS,Asia/Muscat
MU,MCT,Asia/Muscat
MU,MSH,Asia/Muscat
MU,SLL,Asia/Muscat
MU,TTH,Asia/Muscat
MV,GAN,Indian/Maldives
MV,GKK,Indian/Maldives
MV,HAQ,Indian/Maldives
MV,KDM,Indian/Maldives
MV,KDO,Indian/Maldives
MV,MLE,Indian/Maldives
MV,MSI,America/Sao_Paulo
MV,VAM,Indian/Maldives
MX,ACA,America/Mexico_City
MX,AGU,America/Mexico_City
MX,BJX,America/Mexico_City
MX,CEN,America/Hermosillo
MX,CJS,America/Mazatlan
MX,CLQ,America/Mexico_City
MX,CME,America/Mexico_City
MX,CPE,America/Mexico_City
MX,CTM,America/Cancun
MX,CUA,America/Mazatlan
MX,CUL,America/Mazatlan
MX,CUN,America/Cancun
MX,CUU,America/Mazatlan
MX,CVJ,America/Mexico_City
MX,CVM,America/Mexico_City
MX,CYW,America/Mexico_City
MX,CZA,America/Mexico_City
MX,CZM,America/Cancun
MX,DGO,America/Mexico_City
MX,ESE,America/Tijuana
MX,GDL,America/Mexico_City
MX,GUB,America/Tijuana
MX,GYM,America/Hermosillo
MX,HMO,America/Hermosillo
MX,HUX,America/Mexico_City
MX,ISJ,America/Cancun
MX,JAL,America/Mexico_City
MX,LAP,America/Mazatlan
MX,LMM,America/Mazatlan
MX,LOV,America/Mexico_City
MX,LTO,America/Mazatlan
MX,LZC,America/Mexico_City
MX,MAM,America/Mexico_City
MX,MEX,America/Mexico_City
MX,MID,America/Mexico_City
MX,MLM,America/Mexico_City
MX,MTT,America/Mexico_City
MX,MTY,America/Mexico_City
MX,MXL,America/Tijuana
MX,MZT,America/Mazatlan
MX,NLD,America/Mexico_City
MX,NOG,America/Hermosillo
MX,NTR,America/Mexico_City
MX,OAX,America/Mexico_City
MX,PAZ,America/Mexico_City
MX,PBC,America/Mexico_City
MX,PCA,America/Mexico_City
MX,PDS,America/Mexico_City
MX,PPE,America/Hermosillo
MX,PQM,America/Mexico_City
MX,PVR,America/Mexico_City
MX,PXM,America/Mexico_City
MX,QRO,America/Mexico_City
MX,REX,America/Mexico_City
MX,SFH,America/Tijuana
MX,SJD,America/Mazatlan
MX,SLP,America/Mexico_City
MX,SLW,America/Mexico_City
MX,SZT,America/Mexico_City
MX,TAM,America/Mexico_City
MX,TAP,America/Mexico_City
MX,TCN,America/Mexico_City
MX,TGZ,America/Mexico_City
MX,TIJ,America/Tijuana
MX,TLC,America/Mexico_City
MX,TPQ,America/Mazatlan
MX,TRC,America/Mexico_City
MX,TSL,America/Mexico_City
MX,TXA,America/Mexico_City
MX,UPN,America/Mexico_City
MX,VER,America/Mexico_City
MX,VSA,America/Mexico_City
MX,ZCL,America/Mexico_City
MX,ZIH,America/Mexico_City
MX,ZLO,America/Mexico_City
MX,ZMM,America/Mexico_City
MY,AOR,Asia/Kuala_Lumpur
MY,BBN,Asia/Kuala_Lumpur
MY,BKI,Asia/Kuala_Lumpur
MY,BKM,Asia/Kuala_Lumpur
MY,BLG,Asia/Kuala_Lumpur
MY,BTU,Asia/Kuala_Lumpur
MY,IPH,Asia/Kuala_Lumpur
MY,JHB,Asia/Kuala_Lumpur
MY,KBR,Asia/Kuala_Lumpur
MY,KCH,Asia/Kuala_Lumpur
MY,KTE,Asia/Kuala_Lumpur
MY,KUA,Asia/Kuala_Lumpur
MY,KUD,Asia/Kuala_Lumpur
MY,KUL,Asia/Kuala_Lumpur
MY,LBP,Asia/Kuching
MY,LBU,Asia/Kuala_Lumpur
MY,LDU,Asia/Kuala_Lumpur
MY,LGK,Asia/Kuala_Lumpur
MY,LGL,Asia/Kuala_Lumpur
MY,LKH,Asia/Kuala_Lumpur
MY,LMN,Asia/Kuala_Lumpur
MY,LWY,Asia/Kuala_Lumpur
MY,MKM,Asia/Kuala_Lumpur
MY,MKZ,Asia/Kuala_Lumpur
MY,MUR,Asia/Kuala_Lumpur
MY,MYY,Asia/Kuala_Lumpur
MY,MZV,Asia/Kuala_Lumpur
MY,ODN,Asia/Kuala_Lumpur
MY,PEN,Asia/Kuala_Lumpur
MY,PKG,Asia/Kuala_Lumpur
MY,RDN,Asia/Kuala_Lumpur
MY,SBW,Asia/Kuala_Lumpur
MY,SDK,Asia/Kuala_Lumpur
MY,SGG,Asia/Kuching
MY,SZB,Asia/Kuala_Lumpur
MY,TGC,Asia/Kuching
MY,TGG,Asia/Kuala_Lumpur
MY,TMG,Asia/Kuala_Lumpur
MY,TOD,Asia/Kuala_Lumpur
MY,TWU,Asia/Kuala_Lumpur
MZ,APL,Africa/Maputo
MZ,BEW,Africa/Maputo
MZ,FXO,Africa/Maputo
MZ,INH,Africa/Maputo
MZ,MNC,Africa/Maputo
MZ,MPM,Africa/Maputo
MZ,MZB,Africa/Maputo
MZ,POL,Africa/Maputo
MZ,TET,Africa/Maputo
MZ,UEL,Africa/Maputo
MZ,VNX,Africa/Maputo
MZ,VPY,Africa/Maputo
MZ,VXC,Africa/Maputo
NC,BMY,Pacific/Noumea
NC,GEA,Pacific/Noumea
NC,ILP,Pacific/Noumea
NC,KNQ,Pacific/Noumea
NC,KOC,Pacific/Noumea
NC,LIF,Pacific/Noumea
NC,MEE,Pacific/Noumea
NC,NOU,Pacific/Noumea
NC,TGJ,Pacific/Noumea
NC,TOU,Pacific/Noumea
NC,UVE,Pacific/Noumea
NE,IUE,Pacific/Niue
NF,NLK,Pacific/Norfolk
NG,AJY,Africa/Niamey
NG,GMO,Africa/Ndjamena
NG,MFQ,Africa/Niamey
NG,NIM,Africa/Niamey
NG,QRW,Africa/Lagos
NG,THZ,Africa/Niamey
NG,ZND,Africa/Niamey
NH,AUY,Pacific/Efate
NH,AWD,Pacific/Efate
NH,CCV,Pacific/Efate
NH,DLY,Pacific/Efate
NH,EAE,Pacific/Efate
NH,FTA,Pacific/Efate
NH,IPA,Pacific/Efate
NH,LNB,Pacific/Efate
NH,LNE,Pacific/Efate
NH,LOD,Pacific/Efate
NH,LPM,Pacific/Efate
NH,MTV,Pacific/Efate
NH,MWF,Pacific/Efate
NH,NUS,Pacific/Efate
NH,OLZ,Pacific/Efate
NH,PBJ,Pacific/Efate
NH,RCL,Pacific/Efate
NH,SLH,Pacific/Efate
NH,SON,Pacific/Efate
NH,SSR,Pacific/Efate
NH,SWJ,Pacific/Efate
NH,TAH,Pacific/Efate
NH,TGH,Pacific/Efate
NH,TOH,Pacific/Efate
NH,ULB,Pacific/Efate
NH,VLI,Pacific/Efate
NH,VLS,Pacific/Efate
NH,WLH,Pacific/Efate
NH,ZGU,Pacific/Efate
NI,ABV,Africa/Lagos
NI,AKR,Africa/Lagos
NI,BNI,Africa/Lagos
NI,CBQ,Africa/Lagos
NI,ECI,America/Managua
NI,ENU,Africa/Lagos
NI,IBA,Africa/Lagos
NI,ILR,Africa/Lagos
NI,JOS,Africa/Lagos
NI,KAD,Africa/Lagos
NI,KAN,Africa/Lagos
NI,LOS,Africa/Lagos
NI,MDI,Africa/Lagos
NI,MIU,Africa/Lagos
NI,MXJ,Africa/Lagos
NI,PHC,Africa/Lagos
NI,QOW,Africa/Lagos
NI,QUO,Africa/Lagos
NI,QUS,Africa/Lagos
NI,SKO,Africa/Lagos
NI,YOL,Africa/Lagos
NI,ZAR,Africa/Lagos
NL,AMS,Europe/Amsterdam
NL,DHR,Europe/Amsterdam
NL,EIN,Europe/Amsterdam
NL,ENS,Europe/Amsterdam
NL,GRQ,Europe/Amsterdam
NL,LEY,Europe/Amsterdam
NL,LID,Europe/Amsterdam
NL,LWR,Europe/Amsterdam
NL,MST,Europe/Amsterdam
NL,RTM,Europe/Amsterdam
NL,UTC,Europe/Amsterdam
NL,WOE,Europe/Amsterdam
NO,AES,Europe/Oslo
NO,ALF,Europe/Oslo
NO,ANX,Europe/Oslo
NO,BDU,Europe/Oslo
NO,BGO,Europe/Oslo
NO,BJF,Europe/Oslo
NO,BNN,Europe/Oslo
NO,BOO,Europe/Oslo
NO,BVG,Europe/Oslo
NO,EVE,Europe/Oslo
NO,FAN,Europe/Oslo
NO,FBU,Europe/Oslo
NO,FDE,Europe/Oslo
NO,FRO,Europe/Oslo
NO,HAA,Europe/Oslo
NO,HAU,Europe/Oslo
NO,HFT,Europe/Oslo
NO,HMR,Europe/Oslo
NO,HOV,Europe/Oslo
NO,HVG,Europe/Oslo
NO,KKN,Europe/Oslo
NO,KRS,Europe/Oslo
NO,KSU,Europe/Oslo
NO,LKL,Europe/Oslo
NO,LKN,Europe/Oslo
NO,LYR,Arctic/Longyearbyen
NO,MEH,Europe/Oslo
NO,MJF,Europe/Oslo
NO,MOL,Europe/Oslo
NO,MQN,Europe/Oslo
NO,NTB,Europe/Oslo
NO,NVK,Europe/Oslo
NO,OLA,Europe/Oslo
NO,OSL,Europe/Oslo
NO,OSY,Europe/Oslo
NO,RET,Europe/Oslo
NO,RRS,Europe/Oslo
NO,RVK,Europe/Oslo
NO,RYG,Europe/Oslo
NO,SDN,Europe/Oslo
NO,SKE,Europe/Oslo
NO,SKN,Europe/Oslo
NO,SOG,Europe/Oslo
NO,SOJ,Europe/Oslo
NO,SRP,Europe/Oslo
NO,SSJ,Europe/Oslo
NO,SVG,Europe/Oslo
NO,SVJ,Europe/Oslo
NO,TOS,Europe/Oslo
NO,TRD,Europe/Oslo
NO,TRF,Europe/Oslo
NO,VAW,Europe/Oslo
NO,VDB,Europe/Oslo
NO,VDS,Europe/Oslo
NO,VRY,Europe/Oslo
NO,ZXB,Arctic/Longyearbyen
NP,BDP,Asia/Katmandu
NP,BHP,Asia/Katmandu
NP,BHR,Asia/Katmandu
NP,BIR,Asia/Katmandu
NP,BJH,Asia/Katmandu
NP,BJU,Asia/Katmandu
NP,BWA,Asia/Katmandu
NP,DHI,Asia/Katmandu
NP,DNP,Asia/Katmandu
NP,DOP,Asia/Katmandu
NP,IMK,Asia/Katmandu
NP,JMO,Asia/Katmandu
NP,JUM,Asia/Katmandu
NP,KEP,Asia/Katmandu
NP,KTM,Asia/Katmandu
NP,LDN,Asia/Katmandu
NP,LUA,Asia/Katmandu
NP,MEY,Asia/Katmandu
NP,NGX,Asia/Katmandu
NP,PKR,Asia/Katmandu
NP,PPL,Asia/Katmandu
NP,RHP,Asia/Katmandu
NP,RUK,Asia/Katmandu
NP,RUM,Asia/Katmandu
NP,SIF,Asia/Katmandu
NP,SKH,Asia/Katmandu
NP,SYH,Asia/Katmandu
NP,TMI,Asia/Katmandu
NP,TPJ,Asia/Katmandu
NR,INU,Pacific/Nauru
NS,ABN,America/Paramaribo
NS,AGI,America/Paramaribo
NS,DRJ,America/Paramaribo
NS,ICK,America/Paramaribo
NS,OEM,America/Paramaribo
NS,ORG,America/Paramaribo
NS,PBM,America/Paramaribo
NS,SMZ,America/Paramaribo
NS,TOT,America/Paramaribo
NT,BON,America/Curacao
NT,CUR,America/Curacao
NT,EUX,America/Curacao
NT,SAB,America/Curacao
NT,SXM,America/Curacao
NU,BEF,America/Managua
NU,BZA,America/Managua
NU,MGA,America/Managua
NU,PUZ,America/Managua
NU,RFS,America/Managua
NU,RNI,America/Managua
NU,SIU,America/Managua
NU,WSP,America/Managua
NZ,AKL,Pacific/Auckland
NZ,ALR,Pacific/Auckland
NZ,AMZ,Pacific/Auckland
NZ,BHE,Pacific/Auckland
NZ,CHC,Pacific/Auckland
NZ,CHT,Pacific/Chatham
NZ,DUD,Pacific/Auckland
NZ,GBZ,Pacific/Auckland
NZ,GIS,Pacific/Auckland
NZ,HKK,Pacific/Auckland
NZ,HLZ,Pacific/Auckland
NZ,IVC,Pacific/Auckland
NZ,KAT,Pacific/Auckland
NZ,KBZ,Pacific/Auckland
NZ,KKE,Pacific/Auckland
NZ,KTF,Pacific/Auckland
NZ,MFN,Pacific/Auckland
NZ,MON,Pacific/Auckland
NZ,MRO,Pacific/Auckland
NZ,MZP,Pacific/Auckland
NZ,NPE,Pacific/Auckland
NZ,NPL,Pacific/Auckland
NZ,NSN,Pacific/Auckland
NZ,OAM,Pacific/Auckland
NZ,PCN,Pacific/Auckland
NZ,PMR,Pacific/Auckland
NZ,PPQ,Pacific/Auckland
NZ,ROT,Pacific/Auckland
NZ,SZS,Pacific/Auckland
NZ,TEU,Pacific/Auckland
NZ,TIU,Pacific/Auckland
NZ,TRG,Pacific/Auckland
NZ,TUO,Pacific/Auckland
NZ,WAG,Pacific/Auckland
NZ,WHK,Pacific/Auckland
NZ,WKA,Pacific/Auckland
NZ,WLG,Pacific/Auckland
NZ,WRE,Pacific/Auckland
NZ,WSZ,Pacific/Auckland
NZ,WTZ,Pacific/Auckland
NZ,ZQN,Pacific/Auckland
PA,AGT,America/Asuncion
PA,ASU,America/Asuncion
PA,CIO,America/Asuncion
PA,PJC,America/Asuncion
PE,ANS,America/Lima
PE,AQP,America/Lima
PE,ATA,America/Lima
PE,AYP,America/Lima
PE,CHH,America/Lima
PE,CHM,America/Lima
PE,CIX,America/Lima
PE,CJA,America/Lima
PE,CUZ,America/Lima
PE,HUU,America/Lima
PE,IQT,America/Lima
PE,JAU,America/Lima
PE,JJI,America/Lima
PE,JUL,America/Lima
PE,LHC,America/Lima
PE,LIM,America/Lima
PE,NZC,America/Lima
PE,PCL,America/Lima
PE,PEM,America/Lima
PE,PIO,America/Lima
PE,PIU,America/Lima
PE,TBP,America/Lima
PE,TCQ,America/Lima
PE,TGI,America/Lima
PE,TPP,America/Lima
PE,TRU,America/Lima
PE,TYL,America/Lima
PE,YMS,America/Lima
PG,KIE,Pacific/Port_Moresby
PG,LNV,Pacific/Port_Moresby
PH,BSO,Asia/Manila
PH,TWT,Pacific/Palau
PK,BDN,Asia/Karachi
PK,BHV,Asia/Karachi
PK,BNP,Asia/Karachi
PK,CJL,Asia/Karachi
PK,DBA,Asia/Karachi
PK,DEA,Asia/Karachi
PK,DSK,Asia/Karachi
PK,GIL,Asia/Karachi
PK,GWD,Asia/Karachi
PK,HDD,Asia/Karachi
PK,ISB,Asia/Karachi
PK,JIW,Asia/Karachi
PK,KDD,Asia/Karachi
PK,KDU,Asia/Karachi
PK,KHI,Asia/Karachi
PK,LHE,Asia/Karachi
PK,LYP,Asia/Karachi
PK,MFG,Asia/Karachi
PK,MJD,Asia/Karachi
PK,MUX,Asia/Karachi
PK,ORW,Asia/Karachi
PK,PAJ,Asia/Karachi
PK,PEW,Asia/Karachi
PK,PJG,Asia/Karachi
PK,PSI,Asia/Karachi
PK,PZH,Asia/Karachi
PK,RAZ,Asia/Karachi
PK,RYK,Asia/Karachi
PK,SDT,Asia/Karachi
PK,SKT,Asia/Karachi
PK,SKZ,Asia/Karachi
PK,SUL,Asia/Karachi
PK,SYW,Asia/Karachi
PK,TUK,Asia/Karachi
PK,UET,Asia/Karachi
PK,WNS,Asia/Karachi
PL,BZG,Europe/Warsaw
PL,GDN,Europe/Warsaw
PL,IEG,Europe/Warsaw
PL,KRK,Europe/Warsaw
PL,KTW,Europe/Warsaw
PL,LCJ,Europe/Warsaw
PL,OSP,Europe/Warsaw
PL,OSZ,Europe/Warsaw
PL,POZ,Europe/Warsaw
PL,QXR,Europe/Warsaw
PL,QYD,Europe/Warsaw
PL,RZE,Europe/Warsaw
PL,SZZ,Europe/Warsaw
PL,WAW,Europe/Warsaw
PL,WMI,Europe/Warsaw
PL,WRO,Europe/Warsaw
PM,BLB,America/Panama
PM,BOC,America/Panama
PM,CHX,America/Panama
PM,CTD,America/Panama
PM,DAV,America/Panama
PM,JQE,America/Panama
PM,ONX,America/Panama
PM,PAC,America/Panama
PM,PLP,America/Panama
PM,PTY,America/Panama
PM,PUE,America/Panama
PO,BGC,Europe/Lisbon
PO,CVU,Atlantic/Azores
PO,FAO,Europe/Lisbon
PO,FLW,Atlantic/Azores
PO,FNC,Europe/Lisbon
PO,GRW,Atlantic/Azores
PO,HOR,Atlantic/Azores
PO,LIS,Europe/Lisbon
PO,OPO,Europe/Lisbon
PO,PDL,Atlantic/Azores
PO,PIX,Atlantic/Azores
PO,PXO,Europe/Lisbon
PO,SJZ,Atlantic/Azores
PO,SMA,Atlantic/Azores
PO,TER,Atlantic/Azores
PO,VRL,Europe/Lisbon
PP,BUA,Pacific/Port_Moresby
PP,CMU,Pacific/Port_Moresby
PP,DAU,Pacific/Port_Moresby
PP,GKA,Pacific/Port_Moresby
PP,GUR,Pacific/Port_Moresby
PP,HGU,Pacific/Port_Moresby
PP,HKN,Pacific/Port_Moresby
PP,KMA,Pacific/Port_Moresby
PP,KRI,Pacific/Port_Moresby
PP,KVG,Pacific/Port_Moresby
PP,LAE,Pacific/Port_Moresby
PP,MAG,Pacific/Port_Moresby
PP,MAS,Pacific/Port_Moresby
PP,MDU,Pacific/Port_Moresby
PP,MIS,Pacific/Port_Moresby
PP,MXH,Pacific/Port_Moresby
PP,PNP,Pacific/Port_Moresby
PP,POM,Pacific/Port_Moresby
PP,RAB,Pacific/Port_Moresby
PP,TBG,Pacific/Port_Moresby
PP,TIZ,Pacific/Port_Moresby
PP,UNG,Pacific/Port_Moresby
PP,VAI,Pacific/Port_Moresby
PP,WBM,Pacific/Port_Moresby
PP,WWK,Pacific/Port_Moresby
PS,GZA,Asia/Gaza
PS,ROR,Pacific/Palau
PU,OXB,Africa/Bissau
QA,DOH,Asia/Qatar
QA,IUD,Asia/Qatar
RB,BEG,Europe/Belgrade
RB,INI,Europe/Belgrade
RB,PRN,Europe/Belgrade
RE,RUN,Indian/Reunion
RE,ZSE,Indian/Reunion
RM,ENT,Pacific/Majuro
RM,KIO,Pacific/Majuro
RM,KWA,Pacific/Majuro
RM,MAJ,Pacific/Majuro
RM,MIJ,Pacific/Majuro
RM,UJE,Pacific/Majuro
RM,UTK,Pacific/Majuro
RO,ARW,Europe/Bucharest
RO,BAY,Europe/Bucharest
RO,BBU,Europe/Bucharest
RO,BCM,Europe/Bucharest
RO,CLJ,Europe/Bucharest
RO,CND,Europe/Bucharest
RO,CRA,Europe/Bucharest
RO,CSB,Europe/Bucharest
RO,IAS,Europe/Bucharest
RO,OMR,Europe/Bucharest
RO,OTP,Europe/Bucharest
RO,SBZ,Europe/Bucharest
RO,SCV,Europe/Bucharest
RO,SUJ,Europe/Bucharest
RO,TCE,Europe/Bucharest
RO,TGM,Europe/Bucharest
RO,TSR,Europe/Bucharest
RP,BAG,Asia/Manila
RP,BCD,Asia/Manila
RP,BPR,Asia/Manila
RP,BXU,Asia/Manila
RP,CBO,Asia/Manila
RP,CEB,Asia/Manila
RP,CGM,Asia/Manila
RP,CGY,Asia/Manila
RP,CRK,Asia/Manila
RP,CRM,Asia/Manila
RP,CYP,Asia/Manila
RP,CYU,Asia/Manila
RP,CYZ,Asia/Manila
RP,DGT,Asia/Manila
RP,DPL,Asia/Manila
RP,DVO,Asia/Manila
RP,GES,Asia/Manila
RP,IAO,Asia/Manila
RP,ILO,Asia/Manila
RP,JOL,Asia/Manila
RP,KLO,Asia/Manila
RP,LAO,Asia/Manila
RP,LBX,Asia/Manila
RP,LGP,Asia/Manila
RP,MBT,Asia/Manila
RP,MNL,Asia/Manila
RP,MPH,Asia/Manila
RP,MRQ,Asia/Manila
RP,OMC,Asia/Manila
RP,OZC,Asia/Manila
RP,PAG,Asia/Manila
RP,PPS,Asia/Manila
RP,RXS,Asia/Manila
RP,RZP,Asia/Manila
RP,SFE,Asia/Manila
RP,SFS,Asia/Manila
RP,SGS,Asia/Manila
RP,SJI,Asia/Manila
RP,SUG,Asia/Manila
RP,TAC,Asia/Manila
RP,TAG,Asia/Manila
RP,TBH,Asia/Manila
RP,TDG,Asia/Manila
RP,TUG,Asia/Manila
RP,USU,Asia/Manila
RP,VRC,Asia/Manila
RP,WNP,Asia/Manila
RP,ZAM,Asia/Manila
RQ,ARE,America/Puerto_Rico
RQ,BQN,America/Puerto_Rico
RQ,CPX,America/Puerto_Rico
RQ,FAJ,America/Puerto_Rico
RQ,MAZ,America/Puerto_Rico
RQ,PSE,America/Puerto_Rico
RQ,RVR,America/Puerto_Rico
RQ,SIG,America/Puerto_Rico
RQ,SJU,America/Puerto_Rico
RQ,VQS,America/Puerto_Rico
RS,AAQ,Europe/Moscow
RS,ABA,Asia/Krasnoyarsk
RS,ADH,Asia/Yakutsk
RS,AER,Europe/Moscow
RS,AMV,Europe/Moscow
RS,ARH,Europe/Moscow
RS,ASF,Europe/Samara
RS,BAX,Asia/Krasnoyarsk
RS,BKA,Europe/Moscow
RS,BQS,Asia/Yakutsk
RS,BTK,Asia/Irkutsk
RS,BWO,Europe/Moscow
RS,BZK,Europe/Moscow
RS,CEE,Europe/Moscow
RS,CEK,Asia/Yekaterinburg
RS,CKH,Asia/Srednekolymsk
RS,CKL,Europe/Moscow
RS,CNN,Asia/Yakutsk
RS,CSH,Europe/Moscow
RS,CSY,Europe/Moscow
RS,CYX,Asia/Srednekolymsk
RS,DEE,Australia/Sydney
RS,DKS,Asia/Krasnoyarsk
RS,DME,Europe/Moscow
RS,DYR,Asia/Anadyr
RS,EGO,Europe/Moscow
RS,EIE,Asia/Krasnoyarsk
RS,ERG,Asia/Irkutsk
RS,ESL,Europe/Moscow
RS,EYK,Asia/Yekaterinburg
RS,GDX,Asia/Srednekolymsk
RS,GDZ,Europe/Moscow
RS,GOJ,Europe/Moscow
RS,GRV,Europe/Moscow
RS,HMA,Asia/Yekaterinburg
RS,HTA,Asia/Yakutsk
RS,HTG,Asia/Krasnoyarsk
RS,IAA,Asia/Krasnoyarsk
RS,IAR,Europe/Moscow
RS,IGT,Europe/Moscow
RS,IJK,Europe/Samara
RS,IKS,Asia/Yakutsk
RS,IKT,Asia/Irkutsk
RS,IWA,Europe/Moscow
RS,JOK,Europe/Moscow
RS,KEJ,Asia/Krasnoyarsk
RS,KGD,Europe/Kaliningrad
RS,KGP,Asia/Yekaterinburg
RS,KHV,Asia/Vladivostok
RS,KJA,Asia/Krasnoyarsk
RS,KLD,Europe/Moscow
RS,KLF,Europe/Moscow
RS,KMW,Europe/Moscow
RS,KRO,Asia/Yekaterinburg
RS,KRR,Europe/Moscow
RS,KSZ,Europe/Moscow
RS,KUF,Europe/Samara
RS,KVK,Europe/Moscow
RS,KVM,Asia/Anadyr
RS,KVX,Europe/Moscow
RS,KXK,Asia/Vladivostok
RS,KYZ,Asia/Krasnoyarsk
RS,KZN,Europe/Moscow
RS,LDG,Europe/Moscow
RS,LED,Europe/Moscow
RS,LPK,Europe/Moscow
RS,MCX,Europe/Moscow
RS,MJZ,Asia/Yakutsk
RS,MMK,Europe/Moscow
RS,MQF,Asia/Yekaterinburg
RS,MRV,Europe/Moscow
RS,NAL,Europe/Moscow
RS,NBB,Asia/Yekaterinburg
RS,NBC,Europe/Moscow
RS,NFG,Asia/Yekaterinburg
RS,NJC,Asia/Yekaterinburg
RS,NNM,Europe/Moscow
RS,NOJ,Asia/Yekaterinburg
RS,NOZ,Asia/Krasnoyarsk
RS,NSK,Asia/Krasnoyarsk
